Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Murkrow,65.9,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Stantler (Shadow),65.9,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Venomoth (Shadow),65.9,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Metagross,65.8,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Snover,65.8,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Stoutland,65.8,508,normal,none,125.8,114.7,124,1788973,19,1500,Lick,Wild Charge,Crunch,15,15,1,10000
Arcanine (Hisuian),65.7,59,fire,rock,132.4,100,127,1682540,17.5,1498,Snarl,Wild Charge,Rock Slide,4,4,3,50000
Garbodor,65.7,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Kingler,65.7,99,water,none,143.9,115,93,1539736,19.5,1495,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Onix,65.7,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Rock Slide,Sand Tomb,9,8,5,75000
Scyther,65.7,123,bug,flying,134.9,110.7,111,1657053,20.5,1496,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Suicune (Shadow),65.7,245,water,none,107.4,141.9,137,2089025,18.5,1499,Snarl,Bubble Beam,Hydro Pump,4,6,20,100000
Kangaskhan,65.6,115,normal,none,115.9,112.8,148,1934823,22,1500,Mud Slap,Crunch,Stomp,6,5,3,50000
Sawk (Shadow),65.6,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Sneasel,65.6,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Teddiursa (Shadow),65.6,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Cross Chop,Crunch,12,15,3,50000
Chandelure,65.5,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Graveler (Shadow),65.4,75,rock,ground,122.9,127.3,117,1831093,30,1500,Rock Throw,Rock Slide,Rock Blast,9,8,1,10000
Venomoth,65.4,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Aron,65.3,304,steel,rock,114.3,131.1,127,1902550,50,1478,Tackle,Body Slam,Iron Head,12,17,1,10000
Frogadier,65.3,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,4,5,3,10000
Mightyena,65.2,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Wormadam (Plant),65.2,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Persian (Alolan),65,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Gabite,64.9,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Flamethrower,Twister,7,5,5,75000
Metagross (Shadow),64.9,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Espeon,64.8,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Liepard (Shadow),64.8,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Masquerain,64.8,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Bubble Beam,Lunge,5,5,1,10000
Mightyena (Shadow),64.8,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Onix (Shadow),64.8,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Rock Slide,Sand Tomb,9,8,5,75000
Exeggcute (Shadow),64.7,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Gothorita,64.7,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Psychic,Future Sight,5,6,3,50000
Ho-Oh (Shadow),64.7,250,fire,flying,123.6,128.2,114,1806501,14.5,1500,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Seel,64.7,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Slowpoke,64.7,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Chimecho,64.6,358,psychic,none,120.2,120.2,129,1864669,25,1500,Extrasensory,Psyshock,Shadow Ball,5,6,5,75000
Dugtrio (Alolan) (Shadow),64.6,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,5,7,3,50000
Camerupt,64.5,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Overheat,Earth Power,3,3,3,50000
Sandshrew,64.4,27,ground,none,118.5,113.4,127,1706968,50,1426,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Metang (Shadow),64.3,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Mienshao,64.3,620,fighting,none,156.5,84.8,106,1407427,20,1486,Poison Jab,Brick Break,Grass Knot,5,8,3,50000
Salamence (Shadow),64.3,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Outrage,Fire Blast,7,9,5,75000
Illumise,64.2,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Bug Buzz,15,20,3,50000
Kecleon,64.2,352,normal,none,115.6,142.2,117,1923248,27.5,1495,Lick,Foul Play,Flamethrower,15,19,5,75000
Larvesta,64.2,636,bug,fire,131.7,99.2,130,1697421,44.5,1499,Ember,Flame Charge,Bug Buzz,9,10,5,75000
Darumaka (Galarian),64.1,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,8,11,3,50000
Wormadam (Sandy),64.1,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Golett (Shadow),64,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,5,5,5,75000
Sandshrew (Shadow),64,27,ground,none,118.5,113.4,127,1706968,50,1426,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Golem (Shadow),63.9,76,rock,ground,125.2,121.7,117,1782513,19,1497,Rock Throw,Earthquake,Stone Edge,13,11,1,10000
Sawk,63.9,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Sharpedo,63.9,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Dugtrio (Shadow),63.8,51,ground,none,136.4,120.5,99,1627049,41.5,1495,Sucker Punch,Mud Bomb,Stone Edge,6,8,3,50000
Misdreavus (Shadow),63.8,200,ghost,none,124.1,119,122,1801213,29.5,1498,Hex,Dark Pulse,Shadow Sneak,5,4,3,50000
Skrelp,63.8,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Teddiursa,63.8,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Cross Chop,Crunch,12,15,3,50000
Mismagius,63.7,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Omanyte,63.7,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,5,5,75000
Ursaluna,63.7,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Espurr,63.6,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Geodude (Shadow),63.6,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,16,1,10000
Rhyperior,63.6,464,ground,rock,126.8,105.5,132,1766090,15,1498,Mud Slap,Rock Wrecker,Surf,7,5,3,50000
Exeggcute,63.5,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Pancham,63.4,674,fighting,none,123.3,100.2,147,1816117,47.5,1498,Tackle,Body Slam,Crunch,12,15,3,50000
Sneasel (Shadow),63.4,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Chespin,63.3,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Chinchou,63.3,170,water,electric,101.7,94.1,164,1569336,50,1265,Spark,Thunderbolt,Bubble Beam,7,5,3,50000
Murkrow (Shadow),63.3,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Tauros,63.3,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Horn Attack,Earthquake,12,22,3,50000
Regieleki,63.2,894,electric,none,151.7,82.4,118,1476132,20,1498,Lock On,Thunder,Hyper Beam,12,16,20,100000
Rhydon,63.2,112,ground,rock,126.7,102.4,136,1765046,17,1498,Mud Slap,Stone Edge,Surf,7,5,3,50000
Rotom (Frost),63.1,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Simisear,63.1,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Heliolisk,62.9,695,electric,normal,137.1,112,105,1612926,21,1493,Volt Switch,Thunderbolt,Grass Knot,4,4,3,50000
Hippopotas,62.9,449,ground,none,115.3,111.1,152,1946522,49,1498,Tackle,Body Slam,Rock Tomb,12,20,3,50000
Raticate (Shadow),62.9,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,10,1,10000
Rotom (Mow),62.9,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Buneary,62.8,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Fire Punch,Swift,5,7,3,50000
Camerupt (Shadow),62.8,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Overheat,Earth Power,3,3,3,50000
Frillish,62.8,592,water,ghost,109.2,125.2,135,1846427,50,1421,Hex,Ice Beam,Ominous Wind,5,4,3,50000
Hippopotas (Shadow),62.8,449,ground,none,115.3,111.1,152,1946522,49,1498,Tackle,Body Slam,Rock Tomb,12,20,3,50000
Liepard,62.8,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Slowpoke (Shadow),62.8,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Snover (Shadow),62.8,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Aerodactyl,62.7,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Ribombee,62.7,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,8,1,10000
Mr. Rime,62.6,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Stunky (Shadow),62.6,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Sludge Bomb,23,25,3,50000
Weezing (Shadow),62.6,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Bulbasaur,62.5,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Toucannon,62.5,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Dugtrio (Alolan),62.3,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,5,7,3,50000
Elekid,62.3,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,4,5,10000
Golett,62.3,622,ground,ghost,119.3,89.9,141,1512725,50,1344,Mud Slap,Shadow Punch,Brick Break,5,5,5,75000
Kabuto,62.3,140,rock,water,133.6,128.6,97,1667621,49,1498,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Misdreavus,62.3,200,ghost,none,124.1,119,122,1801213,29.5,1498,Hex,Dark Pulse,Shadow Sneak,5,4,3,50000
Aipom (Shadow),62.2,190,normal,none,126.1,105.2,134,1778842,49,1500,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Brionne,62.1,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Disarming Voice,Aqua Jet,8,8,3,10000
Boldore,62,525,rock,none,126.5,108.2,130,1779034,28,1500,Smack Down,Rock Slide,Bulldoze,6,8,3,50000
Weezing,61.9,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Bulbasaur (Shadow),61.8,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Meowstic (Female),61.8,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Psychic,Shadow Ball,5,5,3,50000
Meowstic (Male),61.5,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Psychic,Energy Ball,5,5,3,50000
Roselia,61.5,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Vivillon,61.5,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Cinccino,61.4,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Pidgeotto,61.4,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Aerial Ace,Twister,6,6,1,10000
Porygon (Shadow),61.4,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,15,19,3,50000
Phanpy (Shadow),61.3,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Absol (Shadow),61.2,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Lampent,61.2,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,10,10,5,75000
Roggenrola,61.2,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Lunatone,61.1,337,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Confusion,Rock Slide,Psychic,4,5,3,50000
Mankey,61.1,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Solrock,61.1,338,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Confusion,Rock Slide,Psychic,4,5,3,50000
Unfezant,61.1,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Oricorio (Pom-Pom),61,741,electric,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Eevee,60.9,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Body Slam,Last Resort,5,7,5,75000
Bergmite,60.8,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Darmanitan (Galarian),60.8,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,9,8,3,50000
Octillery,60.8,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Ursaluna (Shadow),60.8,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Maractus,60.7,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Absol,60.6,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Persian (Shadow),60.6,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Play Rough,6,10,3,50000
Starmie,60.6,121,water,psychic,132.2,121.8,104,1675198,21,1488,Quick Attack,Psychic,Ice Beam,7,7,3,50000
Flaaffy (Shadow),60.5,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Tackle,Discharge,Power Gem,15,20,5,75000
Houndour (Shadow),60.5,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Persian,60.4,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Return,6,12,3,50000
Geodude,60.3,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Return,9,14,1,10000
Flaaffy,60.2,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Tackle,Discharge,Return,15,24,5,75000
Mismagius (Shadow),60.2,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Mr. Mime (Galarian),60.2,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Ice Punch,Psychic,4,5,5,75000
Oricorio (Sensu),60.2,741,ghost,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Ambipom (Shadow),60.1,424,normal,none,133.9,99.9,124,1659351,23,1496,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Lilligant,60.1,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Rhyhorn,60.1,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Stomp,Bulldoze,5,8,3,50000
Phanpy,60,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Salamence,60,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Outrage,Fire Blast,7,9,5,75000
Braviary,59.7,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Exploud (Shadow),59.7,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Bite,Crunch,Disarming Voice,23,23,1,10000
Grumpig,59.7,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Psychic,Shadow Ball,6,6,1,10000
Loudred (Shadow),59.7,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Snubbull (Shadow),59.7,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,12,3,50000
Popplio,59.4,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Aqua Jet,12,15,3,10000
Skorupi (Shadow),59.4,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Volbeat,59.4,313,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Bug Buzz,Thunderbolt,20,19,3,50000
Arbok,59.3,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Dodrio,59.3,85,normal,flying,144.4,99.1,108,1545284,23.5,1494,Feint Attack,Brave Bird,Drill Peck,10,7,3,50000
Houndour,59.3,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Whirlipede,59.2,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Crabrawler,59.1,739,fighting,none,135.7,99.1,122,1641269,48.5,1495,Bubble,Crabhammer,Power-Up Punch,5,4,3,50000
Shellos,59.1,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Stunky,59.1,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Sludge Bomb,23,25,3,50000
Floatzel,59,419,water,none,143.8,81.1,133,1551619,22.5,1494,Waterfall,Liquidation,Swift,6,7,3,50000
Regidrago,59,895,dragon,none,122.5,62.1,240,1826118,20,1497,Bite,Outrage,Hyper Beam,30,40,20,100000
Rampardos,58.9,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Swanna (Shadow),58.9,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Hurricane,Ice Beam,22,19,3,50000
Blissey,58.8,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Psychic,Hyper Beam,10,14,5,75000
Drilbur,58.8,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,6,8,3,50000
Trapinch (Shadow),58.8,328,ground,none,148.7,78.1,120,1394782,50,1441,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Skorupi,58.6,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Exploud,58.4,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Bite,Crunch,Disarming Voice,23,23,1,10000
Trumbeak,58.3,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Oricorio (Baile),58.2,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Porygon-Z,58.1,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Arbok (Shadow),58,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Krokorok,58,552,ground,dark,133.6,87.4,142,1658012,50,1492,Mud Slap,Crunch,Earthquake,6,9,5,75000
Loudred,57.9,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Mr. Mime,57.9,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Confusion,Psychic,Shadow Ball,5,5,5,75000
Snubbull,57.9,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,12,3,50000
Lycanroc (Midday),57.8,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Drill Run,Stone Edge,7,8,5,50000
Porygon-Z (Shadow),57.8,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Sawsbuck,57.8,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Megahorn,8,10,3,50000
Deerling,57.7,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Energy Ball,15,19,3,50000
Fearow,57.7,22,normal,flying,132.6,102.7,124,1689204,28.5,1497,Peck,Sky Attack,Drill Run,9,9,1,10000
Nosepass,57.7,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Watchog (Shadow),57.5,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Goldeen,57.4,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Beheeyem,57.3,606,psychic,none,134.4,105.7,116,1648710,20,1491,Confusion,Rock Slide,Psychic,4,5,3,50000
Oricorio (Pa'u),56.9,741,psychic,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Xatu (Shadow),56.9,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Aipom,56.8,190,normal,none,126.1,105.2,134,1778842,49,1500,Scratch,Aerial Ace,Return,23,35,3,50000
Shiinotic,56.8,756,grass,fairy,116.8,132.3,124,1915843,30.5,1497,Astonish,Moonblast,Seed Bomb,7,5,3,50000
Cacturne,56.6,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Grass Knot,Payback,8,9,3,50000
Grumpig (Shadow),56.4,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Psychic,Shadow Ball,6,6,1,10000
Jynx,56.4,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Ice Punch,4,4,5,75000
Piplup,56.4,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Mothim,56.1,414,bug,flying,140,83,137,1591422,31.5,1496,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Sigilyph,56.1,561,psychic,flying,131.6,114,114,1710530,22,1500,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Xatu,56.1,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Clauncher,56,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Clawitzer,55.9,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Pupitar (Shadow),55.9,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Crunch,23,23,5,75000
Seadra (Shadow),55.8,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Drowzee,55.7,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Trapinch,55.7,328,ground,none,148.7,78.1,120,1394782,50,1441,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Watchog,55.6,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Beautifly,55.5,267,bug,flying,146.4,81.9,128,1535506,34.5,1500,Infestation,Silver Wind,Bug Buzz,4,5,1,10000
Crabominable,55.5,740,fighting,ice,136.8,87.9,135,1624204,19,1494,Bubble,Ice Punch,Crabhammer,4,5,3,50000
Herdier,55.4,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Lick,Thunderbolt,Play Rough,19,20,1,10000
Totodile (Shadow),55.4,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Nosepass (Shadow),55.3,299,rock,none,81.5,193.3,98,1543812,50,1123,Spark,Rock Slide,Rock Blast,6,5,3,50000
Ambipom,55.2,424,normal,none,133.9,99.9,124,1659351,23,1496,Scratch,Aerial Ace,Return,23,35,3,50000
Cubone (Shadow),55,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Drowzee (Shadow),55,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Psychic,4,5,3,50000
